{'elevation': 90.0, 'canting': 10.0, 'aspect_ratio_func': 'dsr_thurai_2007', 'K2': 0.9287969731779052, 'frequency': 9.6, 'n': (7.799630675745488+2.423234751141455j), 'wl': 31.22838104166667, 'prefactor': 0.00029886308515174494}
diameter[mm],radarXSh[mm2],radarXSv[mm2],extxs[mm2],ray[mm2],sKdp[mm2],aspect_ratio
0.9600000000000001,0.000230024319144271,0.0002300243191442709,0.010713222096928793,0.00023393740795510742,1.5519308361968667e-18,0.9863885030400001
0.97,0.00024465621703977385,0.00024465621703977374,0.011145083792881918,0.0002489445832381154,-1.5519308361968667e-18,0.9863057970150001
0.98,0.00026004982492117796,0.00026004982492117785,0.011591226843255097,0.0002647455869031821,0.0,0.98623080424
0.99,0.00027623618817736005,0.0002762361881773599,0.012052054501308333,0.0002813736620591086,3.1038616723937334e-18,0.986162535615
1.0,0.00029324731843782467,0.0002932473184378245,0.01252797565841383,0.00029886308515174494,6.207723344787467e-18,0.9861000000000001
1.01,0.00031111620603691036,0.00031111620603691025,0.01301941472531218,0.0003172491871593598,1.5519308361968667e-18,0.986042204215
1.02,0.0003298767456952856,0.0003298767456952856,0.013526804653636662,0.00033656837500319194,1.5519308361968667e-18,0.98598815304
1.03,0.00034956396193166014,0.0003495639619316601,0.014050586826815559,0.00035685815317318317,0.0,0.9859368492149999
1.04,0.0003702138198810143,0.00037021381988101414,0.014591218717135842,0.0003781571455688925,-1.5519308361968667e-18,0.98588729344
1.05,0.0003918633514582718,0.00039186335145827166,0.015149165855480751,0.0004005051175555917,4.6557925085906e-18,0.9858384843750001
1.06,0.0004145506908415206,0.00041455069084152035,0.015724905555740923,0.0004239429982355427,0.0,0.9857894186399999
1.07,0.0004383150148856034,0.0004383150148856034,0.01631892875333607,0.00044851290293445597,1.5519308361968667e-18,0.985739090815
1.08,0.0004631966473115535,0.0004631966473115535,0.0169317360756403,0.00047425815590313044,3.1038616723937334e-18,0.98568649344
1.09,0.0004892370701992636,0.0004892370701992634,0.017563844590695103,0.0005012233132342749,3.1038616723937334e-18,0.985630617015
1.1,0.0005164790302463812,0.000516479030246381,0.018215778722754202,0.0005294541859945106,1.5519308361968667e-18,0.98557045
